ime,id,leto,minplay,maxplay,mintime,maxtime,minage,ocena,glasovi,kategorije,mechanic 
San Juan (Second Edition),166669,2014,2,4,45,60,10,7.54564,4742,"['Card Game', 'City Building', 'Economic']","['Hand Management', 'Set Collection', 'Variable Phase Order']"
Clans,4636,2002,2,4,30,30,10,6.55439,4719,"['Abstract Strategy', 'Bluffing', 'Deduction', 'Prehistoric']","['Area Majority \\/ Influence', 'Enclosure']"
Blokus Duo,16395,2005,2,2,15,15,5,6.85327,4718,"['Abstract Strategy', 'Territory Building']","['Enclosure', 'Grid Coverage', 'Hand Management', 'Square Grid', 'Tile Placement']"
Adrenaline,202408,2016,3,5,30,60,12,7.14034,4710,"['Fighting', 'Miniatures', 'Science Fiction', 'Video Game Theme']","['Action Points', 'Area Majority \\/ Influence', 'Card Drafting', 'Grid Movement', 'Hand Management']"
Caylus Magna Carta,27364,2007,2,4,45,75,10,6.93384,4705,"['Card Game', 'City Building', 'Economic', 'Medieval']","['Hand Management', 'Worker Placement']"
7 Wonders: Wonder Pack,133993,2013,2,7,30,30,10,7.59339,4694,"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Expansion for Base-game']","['Card Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']"
Santiago,8125,2003,3,5,75,75,10,7.12292,4681,['Farming'],"['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Bribery', 'Commodity Speculation', 'Tile Placement']"
Star Realms: Colony Wars,182631,2015,2,2,20,20,12,7.89262,4673,"['Card Game', 'Fighting', 'Science Fiction']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Take That']"
Ikusa,221,1986,2,5,240,360,12,7.02394,4668,"['Civil War', 'Medieval', 'Territory Building', 'Wargame']","['Area Majority \\/ Influence', 'Area Movement', 'Auction\\/Bidding', 'Dice Rolling', 'Simultaneous Action Selection']"
Illuminati (Second Edition),28,1987,2,8,60,180,12,6.50532,4667,"['Card Game', 'Humor', 'Negotiation', 'Political', 'Science Fiction']","['Card Drafting', 'Dice Rolling', 'Network and Route Building', 'Tile Placement', 'Variable Player Powers']"
Myrmes,126792,2012,2,4,60,120,13,7.30085,4670,"['Animals', 'Environmental', 'Farming']","['Action Points', 'Grid Movement', 'Network and Route Building', 'Worker Placement']"
Viceroy,157526,2014,1,4,45,60,13,6.87078,4663,"['Bluffing', 'Card Game', 'City Building', 'Civilization', 'Fantasy', 'Negotiation']","['Card Drafting', 'Hand Management', 'Memory', 'Set Collection', 'Tile Placement']"
Munchkin Cthulhu,25071,2007,3,6,90,90,10,6.22506,4661,"['Card Game', 'Fighting', 'Horror', 'Humor']","['Dice Rolling', 'Trading', 'Variable Player Powers']"
Ticket to Ride Map Collection: Volume 1 – Team Asia &amp; Legendary Asia,106637,2011,2,6,30,60,8,7.70701,4655,"['Expansion for Base-game', 'Trains']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection', 'Team-Based Game']"
Ticket to Ride: 10th Anniversary,160069,2014,2,5,30,60,8,8.2831,4650,"['Trains', 'Travel']","['Hand Management', 'Network and Route Building', 'Set Collection']"
Wasabi!,33154,2008,2,4,30,45,10,6.54445,4645,['Territory Building'],"['Hand Management', 'Pattern Building', 'Set Collection', 'Tile Placement']"
Time&#039;s Up!,1353,1999,4,18,90,90,12,7.3122,4642,"['Humor', 'Party Game']","['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']"
Loony Quest,136991,2015,2,5,20,30,8,6.98891,4640,"['Action \\/ Dexterity', 'Fantasy', 'Real-time']",['Line Drawing']
Cutthroat Caverns,28259,2007,3,6,90,90,12,6.56559,4628,"['Adventure', 'Card Game', 'Fantasy', 'Fighting', 'Humor']","['Hand Management', 'Kill Steal', 'Player Elimination', 'Role Playing', 'Simultaneous Action Selection', 'Take That']"
Heaven &amp; Ale,227789,2017,2,4,60,90,12,7.61233,4639,"['Economic', 'Farming', 'Industry \\/ Manufacturing']",['Tile Placement']
5-Minute Dungeon,207830,2017,2,5,5,30,8,7.16931,4626,"['Card Game', 'Fantasy', 'Fighting', 'Real-time']","['Cooperative Game', 'Hand Management', 'Variable Player Powers']"
Hannibal: Rome vs. Carthage,234,1996,2,2,40,200,12,7.80886,4619,"['Ancient', 'Political', 'Wargame']","['Area Majority \\/ Influence', 'Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Point to Point Movement', 'Simulation']"
Terraforming Mars: Hellas &amp; Elysium,218127,2017,1,5,90,120,12,8.36932,4628,"['Economic', 'Environmental', 'Expansion for Base-game', 'Industry \\/ Manufacturing', 'Science Fiction', 'Territory Building']","['Card Drafting', 'Hand Management', 'Tile Placement', 'Variable Player Powers']"
Citadels,205398,2016,2,8,30,60,10,7.35383,4618,"['Bluffing', 'Card Game', 'City Building', 'Fantasy', 'Medieval']","['Card Drafting', 'Set Collection', 'Variable Player Powers']"
Ticket to Ride Map Collection: Volume 2 – India &amp; Switzerland,106645,2011,2,4,30,60,8,7.80501,4605,"['Expansion for Base-game', 'Trains']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
Ashes: Rise of the Phoenixborn,167400,2015,2,4,30,120,14,7.36394,4597,"['Card Game', 'Dice', 'Fantasy', 'Fighting']","['Dice Rolling', 'Hand Management', 'Variable Player Powers']"
Love Letter: Batman,168584,2015,2,4,20,20,10,7.30124,4587,"['Card Game', 'Comic Book \\/ Strip', 'Deduction']","['Hand Management', 'Player Elimination']"
Munchkin 3: Clerical Errors,6606,2003,3,6,90,90,10,6.46659,4583,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Humor']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']"
Tajemnicze Domostwo,113997,2013,2,7,30,60,8,7.24038,4587,"['Deduction', 'Murder\\/Mystery']","['Cooperative Game', 'Hand Management']"
Downforce,215311,2017,2,6,20,40,10,7.40827,4587,['Racing'],"['Auction\\/Bidding', 'Betting and Bluffing', 'Hand Management', 'Variable Player Powers']"
Catan Dice Game,27710,2007,1,4,15,15,7,5.69283,4553,['Dice'],"['Dice Rolling', 'Paper-and-Pencil', 'Set Collection']"
Lords of Xidit,156566,2014,3,5,90,90,14,7.17146,4554,['Fantasy'],"['Action Queue', 'Area Majority \\/ Influence', 'Pick-up and Deliver', 'Point to Point Movement', 'Simultaneous Action Selection']"
Felicity: The Cat in the Sack,32125,2007,3,5,20,20,8,6.58382,4557,"['Animals', 'Bluffing', 'Card Game']","['Auction\\/Bidding', 'Betting and Bluffing', 'Secret Unit Deployment']"
Star Fluxx,102104,2011,2,6,10,40,8,6.37245,4545,"['Card Game', 'Science Fiction']","['Hand Management', 'Set Collection']"
The Speicherstadt,66505,2010,2,5,45,45,8,7.04515,4541,['Economic'],"['Auction\\/Bidding', 'Auction: Dutch Priority', 'Set Collection']"
Legendary: A Marvel Deck Building Game – Dark City,137762,2013,1,5,60,60,14,8.29773,4540,"['Card Game', 'Comic Book \\/ Strip', 'Expansion for Base-game']","['Cooperative Game', 'Deck, Bag, and Pool Building']"
Wings of War: Famous Aces,9203,2004,2,4,30,30,10,6.86242,4537,"['Aviation \\/ Flight', 'Card Game', 'Wargame', 'World War I']","['Action Queue', 'Movement Template', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection']"
NMBR 9,217449,2017,1,4,20,20,8,6.95589,4542,"['Abstract Strategy', 'Number', 'Puzzle']","['Pattern Building', 'Simultaneous Action Selection', 'Tile Placement']"
Manhattan,199,1994,2,4,45,45,10,6.72051,4534,['City Building'],"['Area Majority \\/ Influence', 'Hand Management']"
Twilight Imperium (Third Edition): Shattered Empire,22821,2006,3,8,240,240,12,8.60333,4524,"['Civilization', 'Expansion for Base-game', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration']","['Area-Impulse', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Tile Placement', 'Trading']"
Ginkgopolis,128271,2012,1,5,45,45,13,7.43101,4526,"['City Building', 'Environmental', 'Science Fiction', 'Territory Building']","['Area Majority \\/ Influence', 'Card Drafting', 'Simultaneous Action Selection', 'Solo \\/ Solitaire Game', 'Tile Placement']"
Reef,244228,2018,2,4,30,45,8,7.19181,4535,"['Abstract Strategy', 'Animals']","['Hand Management', 'Pattern Building']"
Mexica,2955,2002,2,4,90,90,10,7.21516,4523,"['Abstract Strategy', 'City Building', 'Territory Building']","['Action Points', 'Area Majority \\/ Influence', 'Enclosure', 'Grid Movement', 'Square Grid', 'Tile Placement']"
The Godfather: Corleone&#039;s Empire,195539,2017,2,5,60,90,14,7.60972,4521,"['Economic', 'Mafia', 'Movies \\/ TV \\/ Radio theme']","['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Take That']"
Kingdoms,119,1994,2,4,45,45,9,6.63514,4508,"['Abstract Strategy', 'Fantasy', 'Medieval']",['Tile Placement']
Antike,19600,2005,2,6,120,120,12,7.096,4494,"['Ancient', 'Civilization', 'Fighting', 'Nautical', 'Territory Building']","['Area Majority \\/ Influence', 'Area Movement', 'Rondel']"
Monty Python Fluxx,36345,2008,2,6,40,40,13,6.06334,4490,"['Card Game', 'Humor', 'Movies \\/ TV \\/ Radio theme']","['Hand Management', 'Set Collection', 'Singing']"
Nemesis,167355,2018,1,5,90,180,12,8.46427,4534,"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']","['Campaign \\/ Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hidden Roles', 'Modular Board', 'Player Elimination']"
Warhammer Quest: The Adventure Card Game,181521,2015,1,4,30,60,14,7.42096,4483,"['Adventure', 'Card Game', 'Exploration', 'Fantasy', 'Fighting']","['Cooperative Game', 'Dice Rolling', 'Role Playing', 'Solo \\/ Solitaire Game', 'Variable Player Powers']"
The Adventurers: The Temple of Chac,43868,2009,2,6,45,45,10,6.59725,4477,"['Adventure', 'Ancient', 'Exploration', 'Miniatures']","['Action Points', 'Bias', 'Dice Rolling', 'Grid Movement', 'Memory', 'Push Your Luck']"
Gizmos,246192,2018,2,4,40,50,14,7.5032,4488,"['Card Game', 'Science Fiction']",['Card Drafting']
Black Fleet,157403,2014,3,4,60,60,14,7.03444,4464,"['Nautical', 'Pirates', 'Transportation']","['Area Movement', 'Pick-up and Deliver', 'Variable Player Powers']"
Yamataï,213893,2017,2,4,40,80,13,7.2452,4471,['Mythology'],"['Modular Board', 'Network and Route Building']"
Diamonds,152162,2014,2,6,20,30,8,6.96682,4454,['Card Game'],"['Hand Management', 'Trick-taking']"
La Isla,154246,2014,2,4,30,60,10,6.90726,4448,['Animals'],"['Action Queue', 'Enclosure', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection']"
Primordial Soup,124,1997,3,4,90,90,12,6.95,4438,['Prehistoric'],"['Dice Rolling', 'Grid Movement', 'Variable Player Powers']"
Stockpile,161614,2015,2,5,45,45,13,7.5405,4441,['Economic'],"['Auction\\/Bidding', 'Card Drafting', 'Commodity Speculation', 'Stock Holding']"
Pulsar 2849,228341,2017,2,4,60,90,14,7.77165,4448,"['Dice', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Point to Point Movement', 'Variable Player Powers', 'Worker Placement with Dice Workers']"
Thunderstone Advance: Towers of Ruin,116998,2012,1,5,45,45,12,7.40831,4433,"['Card Game', 'Fantasy']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']"
Gears of War: The Board Game,42776,2011,1,4,60,180,14,7.46961,4428,"['Fighting', 'Miniatures', 'Science Fiction', 'Video Game Theme']","['Area Movement', 'Campaign \\/ Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board']"
Ticket to Ride: Switzerland,30746,2007,2,3,30,60,8,7.51405,4424,"['Expansion for Base-game', 'Trains']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
Century: Golem Edition,232832,2017,2,5,30,45,8,7.72154,4416,"['Card Game', 'Economic', 'Fantasy']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Set Collection']"
Wiz-War (eighth edition),104710,2012,2,4,30,60,14,7.07884,4389,"['Fantasy', 'Fighting']","['Grid Movement', 'Hand Management', 'Map Deformation', 'Modular Board', 'Player Elimination']"
Star Munchkin,4095,2002,3,6,90,90,10,6.11745,4377,"['Card Game', 'Fighting', 'Humor', 'Science Fiction']","['Card Drafting', 'Dice Rolling', 'Take That', 'Trading', 'Variable Player Powers']"
Dream Home,194880,2016,2,4,30,30,7,6.94369,4355,['Card Game'],"['Card Drafting', 'Memory', 'Pattern Building', 'Set Collection', 'Variable Phase Order']"
Terraforming Mars: Prelude,247030,2018,1,5,90,120,12,8.78203,4361,"['Economic', 'Environmental', 'Expansion for Base-game', 'Industry \\/ Manufacturing', 'Science Fiction']","['Card Drafting', 'Hand Management', 'Tile Placement']"
Roma,16496,2005,2,2,45,45,8,6.78297,4336,"['Ancient', 'Card Game', 'Dice']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That']"
Evo,1159,2001,3,5,60,120,12,6.87425,4316,"['Animals', 'Prehistoric', 'Science Fiction']","['Area Majority \\/ Influence', 'Area Movement', 'Auction\\/Bidding', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']"
World Without End,43528,2009,2,4,90,120,12,7.27247,4316,"['Economic', 'Medieval', 'Novel-based', 'Religious']",['Hand Management']
Exit: The Game – The Secret Lab,203417,2016,1,6,45,150,12,7.2141,4315,"['Deduction', 'Puzzle', 'Real-time']",['Cooperative Game']
Scoville,145659,2014,2,6,60,90,13,7.17717,4305,['Farming'],"['Auction\\/Bidding', 'Grid Movement', 'Set Collection']"
The Networks,72321,2016,1,5,60,90,13,7.25031,4292,"['Economic', 'Movies \\/ TV \\/ Radio theme']","['Card Drafting', 'Set Collection']"
Space Base,242302,2018,2,5,60,60,14,7.482,4302,"['Dice', 'Science Fiction', 'Space Exploration']","['Card Drafting', 'Dice Rolling']"
Tribune: Primus Inter Pares,30957,2007,2,5,60,60,12,7.23348,4273,"['Ancient', 'Political']","['Auction\\/Bidding', 'Card Drafting', 'Hand Management', 'Set Collection', 'Worker Placement']"
Nations: The Dice Game,157809,2014,1,4,20,40,14,6.97608,4263,"['Ancient', 'Civilization', 'Dice', 'Medieval', 'Renaissance']","['Dice Rolling', 'Events', 'Push Your Luck', 'Re-rolling and Locking', 'Turn Order: Stat-Based', 'Variable Setup']"
A Touch of Evil: The Supernatural Game,35815,2008,2,8,60,120,12,6.96692,4258,"['Adventure', 'Fighting', 'Horror', 'Murder\\/Mystery']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Roll \\/ Spin and Move', 'Variable Player Powers']"
Disney Villainous,256382,2018,2,6,50,50,10,7.07729,4277,"['Card Game', 'Fantasy', 'Medieval', 'Movies \\/ TV \\/ Radio theme', 'Mythology', 'Novel-based']","['Hand Management', 'Take That', 'Variable Player Powers']"
Chez Geek,553,1999,2,5,60,60,13,5.72325,4239,['Card Game'],"['Set Collection', 'Take That', 'Variable Player Powers']"
History of the World,224,1991,3,6,135,270,12,7.12521,4237,"['Ancient', 'Civilization', 'Medieval', 'Renaissance', 'Wargame']","['Area Majority \\/ Influence', 'Dice Rolling', 'Hand Management']"
Fabled Fruit,203427,2016,2,5,20,30,8,7.07868,4240,"['Animals', 'Card Game']","['Set Collection', 'Worker Placement']"
Ave Caesar,494,1989,2,6,30,30,12,6.62748,4224,"['Ancient', 'Racing']","['Hand Management', 'Race', 'Track Movement']"
Vinhos,42052,2010,2,4,60,135,12,7.495,4219,"['Economic', 'Farming', 'Industry \\/ Manufacturing']","['Area Majority \\/ Influence', 'Worker Placement']"
China,18100,2005,3,5,45,45,12,7.00614,4212,"['Ancient', 'Territory Building']","['Area Majority \\/ Influence', 'Card Drafting', 'Hand Management', 'Network and Route Building']"
Carcassonne: Expansion 5 – Abbey &amp; Mayor,31784,2007,2,6,30,30,8,7.12296,4197,"['City Building', 'Expansion for Base-game', 'Medieval', 'Territory Building']","['Area Majority \\/ Influence', 'Tile Placement']"
Endeavor: Age of Sail,233398,2018,2,5,60,90,13,8.10664,4198,"['Exploration', 'Nautical', 'Renaissance']","['Area Majority \\/ Influence', 'Card Drafting', 'Set Collection']"
1830: Railways &amp; Robber Barons,421,1986,2,7,180,360,14,7.86701,4181,"['Economic', 'Trains', 'Transportation']","['Auction\\/Bidding', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement']"
One Night Ultimate Werewolf Daybreak,163166,2015,3,7,10,10,8,7.41756,4180,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Role Playing', 'Traitor Game', 'Variable Player Powers', 'Voting']"
Fleet,121297,2012,2,4,30,45,10,6.94651,4179,"['Card Game', 'Nautical']","['Auction\\/Bidding', 'Hand Management']"
Paths of Glory,91,1999,2,2,480,480,14,8.03447,4173,"['Wargame', 'World War I']","['Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']"
Werewolf,925,1986,8,24,60,60,8,6.56876,4172,"['Bluffing', 'Deduction', 'Horror', 'Murder\\/Mystery', 'Negotiation', 'Party Game']","['Alliances', 'Hidden Roles', 'Negotiation', 'Player Elimination', 'Role Playing', 'Team-Based Game']"
King of Tokyo: Halloween,147183,2013,2,6,30,30,8,7.23715,4172,"['Dice', 'Expansion for Base-game', 'Fighting', 'Movies \\/ TV \\/ Radio theme', 'Science Fiction']","['Card Drafting', 'Dice Rolling', 'Player Elimination', 'Push Your Luck', 'Take That', 'Variable Player Powers']"
Harbour,155969,2015,1,4,30,60,10,6.56304,4162,"['City Building', 'Economic', 'Fantasy', 'Humor']","['Set Collection', 'Variable Player Powers', 'Worker Placement']"
DVONN,2346,2001,2,2,30,30,9,7.44535,4154,['Abstract Strategy'],['Grid Movement']
Bruxelles 1893,144592,2013,2,5,50,125,13,7.64635,4157,['Economic'],"['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Card Drafting', 'Modular Board', 'Worker Placement']"
Domaine,5737,2003,2,4,60,60,12,7.00701,4153,"['Medieval', 'Territory Building']","['Enclosure', 'Hand Management', 'Modular Board']"
Ticket to Ride: Europa 1912,53383,2009,2,5,30,60,8,7.65678,4150,"['Expansion for Base-game', 'Trains']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
Exit: The Game – The Pharaoh&#039;s Tomb,203416,2016,1,6,45,90,12,7.30816,4145,"['Deduction', 'Real-time']",['Cooperative Game']
Starship Catan,2338,2001,2,2,60,60,12,6.84347,4137,"['Card Game', 'Exploration', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Memory', 'Push Your Luck', 'Trading']"
Kodama: The Tree Spirits,181810,2016,2,5,30,30,14,6.78489,4138,"['Abstract Strategy', 'Card Game']","['Set Collection', 'Tile Placement']"
T.I.M.E Stories: A Prophecy of Dragons,189035,2016,2,4,90,180,12,7.69524,4137,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Medieval', 'Puzzle', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Role Playing', 'Storytelling', 'Variable Player Powers']"
Container,26990,2007,3,5,90,90,0,7.14494,4132,"['Economic', 'Industry \\/ Manufacturing', 'Nautical', 'Transportation']","['Auction\\/Bidding', 'Commodity Speculation', 'Pick-up and Deliver', 'Set Collection']"
The Magic Labyrinth,41916,2009,2,4,20,30,6,6.85078,4133,"[""Children's Game"", 'Fantasy', 'Maze', 'Memory']","['Dice Rolling', 'Grid Movement', 'Memory', 'Network and Route Building', 'Roll \\/ Spin and Move']"
